,,,,,
0.204964975,0.060491701,0.05063493,0.020295753,0.636861903,0.026750739
0.237671314,0.070363077,0.045990543,0.020770082,0.60284113,0.022363854
0.214816289,0.062172905,0.039931798,0.020466122,0.645277194,0.017335693
0.224671921,0.079921434,0.084962942,0.015855373,0.533384763,0.061203567
0.233960492,0.097350162,0.093774641,0.017466423,0.476216195,0.081232087
0.208905471,0.080494235,0.095407434,0.014306641,0.53777511,0.063111109
0.18146204,0.083776026,0.067015289,0.027594763,0.604652863,0.035499019
0.235949383,0.082893146,0.061978738,0.02647469,0.572379814,0.020324229
0.247650551,0.0610751,0.036926783,0.020934333,0.617366786,0.016046447
0.183870381,0.065320118,0.058342416,0.025619646,0.641725948,0.025121491
0.22921364,0.083714747,0.052189576,0.021606815,0.592303115,0.020972108
0.289906436,0.070628359,0.054880528,0.022761661,0.536434198,0.025388817
0.26630366,0.093537012,0.057085013,0.024898412,0.529334221,0.028841684
0.233718411,0.085957609,0.05618706,0.025172256,0.567904062,0.031060602
0.214809547,0.069540445,0.056584972,0.022632021,0.609347111,0.027085904
0.213877281,0.084574082,0.070876567,0.027919255,0.571794374,0.030958441
0.227436017,0.079647954,0.07065363,0.025480098,0.562379911,0.034402389
0.2947,0.0801,0.0883,0.0154,0.4795,0.0421
0.2882,0.0808,0.0861,0.0141,0.4886,0.0422
0.2606,0.0745,0.0824,0.0133,0.5319,0.0372
0.2995,0.0887,0.0973,0.0171,0.4548,0.0427
0.2993,0.0743,0.075,0.0102,0.5085,0.0327
0.1533,0.0499,0.072,0.0441,0.6527,0.0279
0.2737,0.0721,0.0792,0.0113,0.5283,0.0354
0.272,0.0772,0.0868,0.0127,0.5111,0.0402
0.2705,0.0691,0.0763,0.0115,0.5381,0.0345
0.2693,0.0666,0.0712,0.0155,0.5433,0.0341
0.1235,0.0671,0.0859,0.0494,0.6459,0.0282
0.0894,0.0531,0.0761,0.0534,0.7057,0.0224
0.277,0.0741,0.0748,0.0104,0.5281,0.0356
0.3023,0.0766,0.0766,0.0104,0.5031,0.0311
0.3659,0.064,0.0579,0.0091,0.4787,0.0244
0.2872,0.0749,0.0769,0.0103,0.519,0.0318
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.1854,0.0667,0.0771,0.0376,0.6004,0.0328
0.234254294,0.070008083,0.084924965,0.012462134,0.551735351,0.046615173
0.224286917,0.074736497,0.095253157,0.012624246,0.541427299,0.051671885
0.239981542,0.072892253,0.088844956,0.012855689,0.535749666,0.049675894
0.367944184,0.010028059,0.003971731,0.003617565,0.611826265,0.002612198
0.442561568,0.011675203,0.004387717,0.003403228,0.53516987,0.002802413
0.503511696,0.01345924,0.005064962,0.003391609,0.472119747,0.002452746
0.528166374,0.028663301,0.009394132,0.00309419,0.427121604,0.003560399
0.513847604,0.023447869,0.008639281,0.003215792,0.447684364,0.00316509
0.52249287,0.045377902,0.0142809,0.002438927,0.40980955,0.005599852
0.513501871,0.041337374,0.014159125,0.003252895,0.421484791,0.006263945
0.508537908,0.031043479,0.011692458,0.003129228,0.4410772,0.004519727
0.522223847,0.03425264,0.011904551,0.003217198,0.424334492,0.004067272
0.514044951,0.031798779,0.010845243,0.002991566,0.436000894,0.004318567
0.404808199,0.008970658,0.003063079,0.003442016,0.577653712,0.002062336
0.330017272,0.008562756,0.003414953,0.003378756,0.652008534,0.002617729
0.522746225,0.016758283,0.005470394,0.00466667,0.44746421,0.002894218
0.5623044,0.017760881,0.005924926,0.003745033,0.407813231,0.002451529
0.528453322,0.020482175,0.006278497,0.003419757,0.438555204,0.002811045
0.540999448,0.035457886,0.010816547,0.003459537,0.402711883,0.006554699
0.516618219,0.043303848,0.013221545,0.003485382,0.417866347,0.005504659
0.529661882,0.036517111,0.010391318,0.004491319,0.414031474,0.004906896
0.548981747,0.029634979,0.009796056,0.003839222,0.404180986,0.00356701
0.564315062,0.015710159,0.004942942,0.002424581,0.410459554,0.002147701
0.531848313,0.031714474,0.009843024,0.003826989,0.419303106,0.003464094
0.535167998,0.034626568,0.012040311,0.004542776,0.408451845,0.005170502
0.519882773,0.03505578,0.011198523,0.002871203,0.426278249,0.004713472
0.533904208,0.019670576,0.006264207,0.003726504,0.433439326,0.002995179
0.533865947,0.019891348,0.006489088,0.004439585,0.432587209,0.002726824
0.449654616,0.01248931,0.004627273,0.003634072,0.526914148,0.002680582
0.491260866,0.014140793,0.004324003,0.003444488,0.483532506,0.003297345
0.484124545,0.015336678,0.004432192,0.002926061,0.490422077,0.002758447
0.49454086,0.017955585,0.004942179,0.003150781,0.476506678,0.002903916
0.468679861,0.013718204,0.003000762,0.00396703,0.508318833,0.002315309
0.522161794,0.018369889,0.005713196,0.002816028,0.447426536,0.003512557
0.503492871,0.022617558,0.009737302,0.005187855,0.456586312,0.002378102
0.51858594,0.015065192,0.004184008,0.003924047,0.456445694,0.001795119
0.533468275,0.019225031,0.005606927,0.003586977,0.434461558,0.003651231
0.464530424,0.012757541,0.003658166,0.00319013,0.513511463,0.002352276
0.501789178,0.014653881,0.004573873,0.004214042,0.471715292,0.003053733
0.433444858,0.052020663,0.027153055,0.002355713,0.475381563,0.009644148
0.371431872,0.040875552,0.02235052,0.002500964,0.552246868,0.010594224
0.52130241,0.013732966,0.004957457,0.003514807,0.453720043,0.002772317
0.487966231,0.016151148,0.005330882,0.004792282,0.483776551,0.001982907
0.493241284,0.017503428,0.008019766,0.004076893,0.473784414,0.003374215
0.532515382,0.014725661,0.005325861,0.003686743,0.441456924,0.002289429
0.526371852,0.019749874,0.005947052,0.003727227,0.440797296,0.003406698
0.599241773,0.023664753,0.007194889,0.005276831,0.362277383,0.002344371
0.477696768,0.015082348,0.004804083,0.002988459,0.497106117,0.002322224
0.545527983,0.015998253,0.004990511,0.003291976,0.427730527,0.002460748
0.538559868,0.021387282,0.005608966,0.002947605,0.428439791,0.003056488
0.53503886,0.017238665,0.004182315,0.002847944,0.437571968,0.003120248
0.52930792,0.015739799,0.004768267,0.002663979,0.44404802,0.003472015
0.513596643,0.016614977,0.004285778,0.00247894,0.460043494,0.002980168
0.520368383,0.020334735,0.004416637,0.00313421,0.449223094,0.00252294
0.535314088,0.022532171,0.005917184,0.003226401,0.43007537,0.002934785
0.544600533,0.018176777,0.004766096,0.002892019,0.427030104,0.002534471
0.50410883,0.016381379,0.004332303,0.002751841,0.469339398,0.003086248
0.282563846,0.068224588,0.074725717,0.010528325,0.527242936,0.036714588
0.277801628,0.065421559,0.075959764,0.009085569,0.531056401,0.040675079
0.287833235,0.06301856,0.074879092,0.009789836,0.526043605,0.038435673
0.306996224,0.067253202,0.059292298,0.013206047,0.525592482,0.027659746
0.289617578,0.069740318,0.077237547,0.01150022,0.515729334,0.036175003
0.295951796,0.066990266,0.058983539,0.0139056,0.536248795,0.027920004
0.276627141,0.073047977,0.080812199,0.011501676,0.521102098,0.03690891
0.334483311,0.064823909,0.055525623,0.010044359,0.506790267,0.028332531
0.315951809,0.065424901,0.062124598,0.009533662,0.515858218,0.031106813
0.276015641,0.071087665,0.077126564,0.009082267,0.527199309,0.039488554
0.328773083,0.065972793,0.063945422,0.009541049,0.500343546,0.031424108
0.28927575,0.072348845,0.082264164,0.008608176,0.507567716,0.039935349
0.298162489,0.076224238,0.076960966,0.008368404,0.50239738,0.037886523
0.308376645,0.072385949,0.069682467,0.00850078,0.503632442,0.037421717
0.3148639,0.072967929,0.07234477,0.007760978,0.495494766,0.036567657
0.318105367,0.071658617,0.068719303,0.00774494,0.497457602,0.036314171
0.327845176,0.068198963,0.056505744,0.008449618,0.505499264,0.033501234
0.333143467,0.064285787,0.05044016,0.009436626,0.512301117,0.030392843
0.342601211,0.070101582,0.061367147,0.009275441,0.483724052,0.032930568
0.331517914,0.069921418,0.05652811,0.01013385,0.499418832,0.032479876
0.327905073,0.072107169,0.059320517,0.009499086,0.498246529,0.032921626
0.340110567,0.072726807,0.063914093,0.009686484,0.479995786,0.033566262
0.2813948,0.072629998,0.079389114,0.01033947,0.515774757,0.040471861
0.101975269,0.041432471,0.064637867,0.015256143,0.702585515,0.074112735
0.096704871,0.037189589,0.055217287,0.013371538,0.722301815,0.0752149
0.101072607,0.038916392,0.059062156,0.01299505,0.70819582,0.079757976
0.138978546,0.049174103,0.066071768,0.013100437,0.670210746,0.062464401
0.137103541,0.045645242,0.062930022,0.013760698,0.674609834,0.065950663
0.145645331,0.047219307,0.06547744,0.013850997,0.661070304,0.066736621
0.175020836,0.049053459,0.064888677,0.013215859,0.634599357,0.063221812
0.184540177,0.045523984,0.060189429,0.013137794,0.635502597,0.061106019
0.184620596,0.049966125,0.06554878,0.013211382,0.626693767,0.05995935
0.221898872,0.055232206,0.070934885,0.013338184,0.586273797,0.052322057
0.524959173960847,0.0203493351660788,0.0058940904953734,0.0020683332550462,0.441978211400238,0.0047508557224174
0.375625301,0.074110149,0.067760943,0.007467532,0.444011544,0.031024531
0.334853923,0.07257832,0.074530881,0.006618559,0.475632932,0.035785385
0.366532937,0.074501265,0.069926533,0.005827387,0.447892068,0.035319808
0.301948021,0.056258886,0.039524736,0.007780028,0.576084455,0.018403874
0.330871277,0.059819463,0.041334459,0.007774481,0.544794,0.01540632
0.342555422,0.058782745,0.040522861,0.008345396,0.534158745,0.015634832
0.334783964,0.064707451,0.045227047,0.008272626,0.530796727,0.016212185
0.286591925,0.052349205,0.037795951,0.007948556,0.596073093,0.019241269
0.371466058,0.053267924,0.033593368,0.007034207,0.521571883,0.01306656
0.259112722,0.041381205,0.024367224,0.00675574,0.654949797,0.013433313
0.311069182,0.044830311,0.025020764,0.006535008,0.605733459,0.006811276
0.295337795,0.040508406,0.021460301,0.006303425,0.628044931,0.008345142
0.364181009,0.074926867,0.072170078,0.007247104,0.439513168,0.041961774
0.642589015,0.048453152,0.03683701,0.004822538,0.249733906,0.017564377
0.400888914,0.078319405,0.062864088,0.007004876,0.424212131,0.026710585
0.336525986,0.073990356,0.07224589,0.004995862,0.469044043,0.043197863
0.386967383,0.07141652,0.067367298,0.005230245,0.432221793,0.036796761
0.451054515,0.077859615,0.064590174,0.005194191,0.36549827,0.035803236
0.36765638,0.077615349,0.071129004,0.005456347,0.435834837,0.042308082
0.34673968,0.070651256,0.064464963,0.007285255,0.474576538,0.036282309
0.278633277,0.065272184,0.071969594,0.013922778,0.518592026,0.051610141
0.382740211,0.079519638,0.067760771,0.009043109,0.428218052,0.032718219
0.365719143,0.075142258,0.070723652,0.008253256,0.448134907,0.032026784
0.351662048,0.092720897,0.076185573,0.005972379,0.440624565,0.032834538
0.503053485,0.049559444,0.039185134,0.009454494,0.376998588,0.021748855
0.392866987,0.062394303,0.049673134,0.007772614,0.458812355,0.028480607
0.245127243,0.065852449,0.042979408,0.014667895,0.621107867,0.010265138
0.213689376,0.06461785,0.045186013,0.01152626,0.649758347,0.015222155
0.203644666,0.059143544,0.042298295,0.016439182,0.663017525,0.015456788
0.218654154,0.061252437,0.050734853,0.013405209,0.645286347,0.010667
0.172184574,0.054058192,0.042566447,0.016996243,0.695517133,0.018677412
0.210265006,0.06891959,0.055941181,0.022237465,0.620644551,0.021992207
0.107708034,0.045627114,0.073516136,0.024936793,0.681002996,0.067208926
0.214898412,0.066450535,0.074091661,0.016432282,0.57117394,0.05695317
0.173955967,0.061221386,0.065053158,0.022548261,0.6328225,0.044398728
0.147265964,0.057620375,0.078939649,0.02196249,0.639705246,0.054506278
0.203902656,0.06333483,0.065293582,0.019641068,0.607007728,0.040820137
0.185309855,0.059781584,0.072214905,0.019616091,0.61693646,0.046141104
0.186861511,0.059603258,0.068837814,0.02194451,0.611280745,0.051472163
0.104391944,0.049399699,0.051829666,0.021087855,0.750702064,0.022588771
0.161814872,0.066977584,0.077635812,0.026129216,0.623910377,0.043532138
0.20001958,0.061448384,0.06828149,0.021260364,0.604250041,0.04474014
0.189819888,0.063840271,0.071315369,0.022908566,0.604411785,0.047704121
0.182230586,0.06192779,0.066975263,0.021160938,0.624449842,0.043255581
0.415882032,0.044045218,0.022887042,0.005390041,0.500383194,0.011412473
0.43950037,0.041906787,0.020128257,0.004890892,0.48392559,0.009648103
0.306408819,0.07107864,0.063714055,0.008674428,0.511305087,0.038818972
0.267998803,0.058040487,0.062880327,0.0096746,0.556165551,0.045240232
0.411173819,0.068927352,0.056775584,0.004768201,0.433191724,0.02516332
0.388148168,0.075721142,0.064306576,0.003970787,0.432855494,0.034997834
0.416896251,0.068151058,0.062861881,0.003205338,0.418313854,0.030571619
0.329988621,0.074939004,0.066909691,0.005975041,0.491116931,0.031070713
0.335887522,0.073762733,0.057024042,0.009710224,0.495255838,0.028359641
0.423491491,0.060912432,0.050430325,0.003380982,0.434635574,0.027149196
0.361982359,0.060312338,0.068482841,0.007942436,0.458848147,0.042431879
0.342434336,0.075568983,0.074949388,0.007636869,0.456840882,0.042569542
0.301900171,0.077547787,0.081115967,0.005599814,0.485539413,0.048296848
0.501332376,0.064646902,0.057427199,0.005158961,0.3415538,0.029880761
0.334276975,0.068169497,0.066019939,0.004874003,0.484890897,0.041768688
0.409985303,0.071690111,0.048146126,0.007285324,0.437363007,0.025530128
0.397086024,0.085743958,0.062380606,0.004806089,0.423451287,0.026532036
0.304546165,0.10714216,0.104989407,0.00556738,0.464918918,0.012835971
0.416284459,0.076192854,0.055627775,0.005092112,0.421005158,0.025797642
0.438163166,0.075595474,0.053735746,0.006053802,0.403997711,0.022454101
0.381284195,0.082447266,0.058704105,0.000378514,0.448883383,0.028302536
0.314199392,0.082862801,0.079437637,0.006040626,0.476476648,0.040982896
0.368054873,0.109363566,0.050838276,0.01183525,0.450471291,0.009436744
0.26233589,0.0675679,0.072965166,0.010562071,0.54344151,0.043127464
0.565117467,0.016367361,0.004460364,0.003005084,0.408971511,0.002078212
0.548242363,0.015974907,0.004882107,0.003098005,0.425806516,0.001996102
0.532863316,0.014863249,0.004468987,0.003178352,0.442514989,0.002111106
0.537075605,0.01427158,0.004541454,0.001505436,0.438998125,0.003607799
0.400979389,0.031547432,0.015347486,0.004048382,0.541452979,0.006624333
0.366821911,0.035793687,0.018863136,0.004548155,0.564971423,0.009001689
0.386387233,0.032432308,0.016387588,0.003895316,0.553343106,0.00755445
0.418118791,0.027478148,0.009954318,0.003030502,0.536266865,0.005151375
0.407579142,0.028290921,0.011071738,0.003427095,0.544130097,0.005501007
0.464252324,0.060086811,0.051830826,0.002601576,0.388408962,0.0328195
0.386769157,0.063487907,0.056720014,0.002902798,0.451569364,0.038550759
0.326384933,0.068916682,0.058658517,0.004915854,0.506844724,0.03427929
0.352283888,0.067433472,0.058065148,0.005167467,0.483736744,0.03331328
0.390319335,0.07050547,0.049609642,0.003788131,0.459856151,0.02592127
0.309262973,0.058395631,0.05339137,0.008940075,0.539508446,0.030501505
0.247941499,0.062505312,0.067211042,0.010746651,0.569214784,0.042380713
0.23828493,0.06605066,0.057190095,0.016297334,0.596002841,0.026174139
0.232283535,0.063347813,0.058861006,0.01224705,0.611434637,0.021825958
0.179804089,0.061487094,0.073345924,0.020527925,0.629801091,0.035033876
0.190022078,0.057225739,0.068654716,0.022389129,0.627873424,0.033834915
0.263023172,0.063500562,0.072107115,0.01142782,0.558515219,0.031426112
0.258893659,0.066261346,0.074417791,0.011314774,0.560185709,0.02892672
0.274881225,0.06379249,0.071738154,0.011249706,0.549072505,0.02926592
0.298276929,0.068705308,0.073580234,0.009290178,0.520518136,0.029629216
0.29739948,0.070026209,0.073770722,0.008966144,0.518959792,0.030877653
0.258315493,0.066523802,0.074433766,0.011518459,0.557868551,0.031339927
0.260074076,0.062103345,0.067745613,0.014578761,0.566854462,0.028643744
0.370952857,0.068365444,0.050303976,0.005251512,0.481321664,0.023804547
0.36976425,0.062214673,0.049950289,0.006587719,0.487535228,0.02394784
0.373496913,0.062798156,0.045628741,0.007314096,0.488987045,0.021775049
0.463816195,0.026960198,0.008501477,0.003209082,0.493520624,0.003992424
0.414034522,0.027288312,0.009895131,0.003494584,0.538932143,0.006355309
0.410832505,0.062484443,0.040226716,0.003434298,0.462127326,0.020894712
0.329594392,0.076304262,0.061974527,0.004640105,0.497861694,0.02962502
0.319950151,0.069047113,0.064770885,0.00574312,0.508647273,0.031841459
0.31871728,0.07144984,0.064196253,0.004342153,0.509337031,0.031957443
0.474793008,0.043013842,0.0186375,0.003182645,0.45157763,0.008795375
0.391269573,0.063181034,0.046061232,0.004287239,0.471226106,0.023974814
0.434645462,0.060062103,0.035563253,0.003994181,0.449281504,0.016453496
0.476820205,0.045902286,0.021161123,0.006429201,0.441611877,0.008075308
0.467092523,0.052396972,0.026440702,0.002758634,0.440233091,0.011078078
0.460897983,0.05532871,0.027312842,0.002682993,0.442721785,0.011055687
0.482012275,0.060415545,0.031481569,0.001980326,0.41256642,0.011543866
0.509019873,0.049348788,0.02173751,0.002237846,0.409165807,0.008490176
0.477690365,0.032711326,0.011318581,0.002498005,0.471570793,0.004210929
0.47589297,0.029349185,0.010896378,0.003786448,0.47609732,0.003977698
0.29540927,0.073012,0.071573279,0.002040727,0.511604886,0.046359838
0.394238023,0.073002233,0.053824023,0.002995117,0.450278183,0.025662421
0.393522438,0.069853656,0.051058071,0.003416155,0.456858295,0.025291386
0.397951351,0.067470875,0.048711133,0.003238183,0.456735537,0.025892921
0.281872907,0.048594614,0.041819648,0.01328225,0.594870543,0.019560038
0.297579261,0.046631002,0.039800315,0.011771015,0.584322496,0.019895911
0.316766411,0.04053576,0.032047158,0.009439069,0.585416165,0.015795438
0.240708573,0.061515106,0.082580521,0.003082627,0.5488562,0.063256973
0.238063528,0.061969768,0.080333955,0.004206899,0.552397283,0.063028568
0.283015948,0.061865174,0.070165338,0.004720843,0.526479652,0.053753045
0.275588175,0.085354858,0.072620878,0.006040783,0.506853483,0.053541822
0.248210822,0.060575912,0.077110075,0.004654675,0.546888741,0.062559775
0.509095019,0.044880714,0.022578917,0.003343372,0.414151509,0.005950468
0.63579014,0.034399465,0.016260369,0.001725641,0.30568595,0.006138434
0.545683244,0.025265809,0.009068854,0.002293762,0.414710002,0.002978329
0.488811083,0.042506134,0.021781779,0.003113811,0.437300515,0.006486677
0.476028254,0.025528321,0.011763292,0.004191739,0.478174309,0.004314084
0.436598866,0.056722277,0.034467948,0.004948233,0.458495748,0.008766928
0.421591059,0.018040407,0.007561147,0.003960916,0.545278053,0.003568418
0.17091082,0.061097662,0.098741454,0.02264695,0.562811587,0.083791527
0.201840595,0.074915212,0.080729119,0.028913258,0.569214795,0.044387021
0.248487354,0.074383461,0.086805297,0.025126568,0.514798719,0.050398601
0.227731019,0.062785912,0.082311225,0.021265924,0.554819088,0.051086832
0.445951454,0.042512542,0.022212106,0.005281703,0.479397522,0.004644674
0.413233091,0.021009714,0.006338423,0.003285021,0.552406221,0.00372753
0.431528855,0.030780263,0.011493571,0.003645506,0.515913697,0.00663811
0.269979046,0.058804416,0.045672974,0.015844724,0.582830988,0.026867852
0.207879244,0.060834455,0.073114665,0.022600351,0.589804366,0.04576692
0.228366232,0.057049839,0.070832141,0.019375241,0.574213195,0.050163352
0.235003436,0.06828259,0.103584806,0.009817415,0.522510778,0.060800975
0.237046678,0.071469941,0.105416991,0.008127457,0.517617057,0.060321876
0.234647363,0.071117611,0.109671506,0.008530279,0.514729889,0.061303351
0.265320621,0.066838001,0.07943368,0.009284733,0.531064633,0.048058332
0.254819725,0.06930231,0.072571975,0.010173843,0.547828897,0.045303249
0.5237833,0.027728335,0.009784736,0.003035399,0.431931346,0.003736884
0.454657608,0.036892136,0.016016278,0.003902277,0.485256859,0.003274842
0.554880682,0.022667524,0.005976345,0.00255134,0.409159749,0.004764359
0.585485451,0.027353601,0.006746044,0.002299162,0.373108985,0.005006758
0.558463757,0.022903049,0.008090157,0.00276569,0.403472021,0.004305326
0.531043297,0.029889037,0.010871814,0.002899511,0.420926789,0.004369552
0.540696511,0.01745046,0.005360174,0.002724279,0.430862333,0.002906244
0.555330702,0.01478553,0.004746958,0.003061342,0.419579911,0.002495557
0.558010043,0.034549595,0.011884597,0.003104618,0.387071668,0.00537948
0.52276502,0.055932005,0.019579711,0.005029436,0.392459745,0.004234083
0.524260277,0.03834529,0.011386188,0.002746446,0.417555099,0.0057067
0.594816145,0.029528865,0.008326087,0.003014667,0.361302428,0.003011807
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.33,0.08,0.06,0.02,0.5,0.01
0.21,0.07,0.05,0.02,0.64,0.01
0.25,0.09,0.08,0.03,0.52,0.02
0.22,0.07,0.08,0.02,0.56,0.05
0.21,0.05,0.04,0.01,0.68,0.01
0.22,0.06,0.05,0.02,0.64,0.01
0.22,0.06,0.04,0.02,0.65,0.01
0.22,0.06,0.04,0.03,0.64,0.01
0.22,0.06,0.04,0.01,0.67,0.01
0.19,0.06,0.06,0.02,0.64,0.02
0.21,0.07,0.08,0.02,0.57,0.05
0.2,0.06,0.06,0.02,0.64,0.02
0.2,0.07,0.05,0.02,0.64,0.02
0.13,0.07,0.07,0.02,0.68,0.03
0.18,0.07,0.06,0.02,0.64,0.03
0.19,0.07,0.07,0.02,0.61,0.03
0.19,0.07,0.06,0.03,0.65,0.01
0.23,0.06,0.04,0.02,0.63,0.01
0.19,0.07,0.06,0.02,0.64,0.02
0.21,0.06,0.05,0.02,0.65,0.01
0.2,0.07,0.06,0.02,0.64,0.02
0.22,0.07,0.08,0.02,0.56,0.04
0.19,0.07,0.07,0.02,0.62,0.02
0.19,0.07,0.07,0.02,0.61,0.04
0.19,0.06,0.05,0.02,0.66,0.01
0.2,0.06,0.05,0.02,0.65,0.01
0.21,0.06,0.06,0.02,0.64,0.02
0.21,0.06,0.05,0.02,0.64,0.02
0.482926829,0.051219512,0.02195122,0.009756098,0.426829268,0.007317073
0.465517241,0.046934866,0.02394636,0.010536398,0.445402299,0.007662835
0.36,0.05037037,0.028148148,0.011851852,0.539259259,0.01037037
0.425373134,0.056716418,0.029850746,0.011940299,0.46119403,0.014925373
0.391581633,0.066326531,0.045918367,0.011479592,0.464285714,0.020408163
0.343881857,0.069620253,0.063291139,0.010548523,0.485232068,0.02742616
0.329431438,0.073578595,0.080267559,0.008361204,0.476588629,0.031772575
0.473326867,0.047526673,0.022308438,0.009699321,0.440349176,0.006789525
0.357743097,0.053421369,0.028211285,0.012004802,0.539015606,0.009603842
0.35257732,0.069415808,0.053608247,0.011683849,0.491408935,0.021305842
0.308533917,0.072210066,0.072210066,0.010940919,0.503282276,0.032822757
0.316628702,0.074031891,0.080865604,0.009111617,0.485193622,0.034168565
0.435880399,0.056478405,0.027906977,0.011295681,0.461129568,0.00730897
0.437773609,0.056910569,0.027517198,0.011882427,0.458411507,0.00750469
0.388791594,0.056917688,0.031523643,0.013134851,0.49474606,0.014886165
0.396013865,0.058058925,0.030329289,0.012131716,0.487001733,0.016464471
0.382511556,0.065100154,0.042372881,0.012711864,0.481895223,0.01540832
0.359259259,0.065432099,0.045679012,0.012345679,0.498765432,0.018518519
0.319213313,0.075642965,0.077155825,0.010590015,0.487140696,0.030257186
0.32037325,0.071539658,0.079315708,0.00933126,0.480559876,0.038880249
0.472584856,0.046997389,0.023498695,0.010443864,0.438642298,0.007832898
0.449938195,0.048207664,0.023485785,0.009888752,0.461063041,0.007416564
0.406906907,0.052552553,0.028528529,0.012012012,0.487987988,0.012012012
0.422535211,0.047887324,0.025352113,0.011267606,0.481690141,0.011267606
0.36345776,0.062868369,0.046168959,0.011787819,0.496070727,0.019646365
0.337804878,0.070731707,0.059756098,0.01097561,0.491463415,0.029268293
0.323583181,0.069469835,0.069469835,0.009140768,0.491773309,0.036563071
0.4,0.05,0.026666667,0.01,0.503333333,0.01
0.408839779,0.054327808,0.031307551,0.011970534,0.481583794,0.011970534
0.36913767,0.062027231,0.045385779,0.010590015,0.493192133,0.019667171
0.333780161,0.069705094,0.063002681,0.010723861,0.491957105,0.030831099
0.458825955,0.076796892,0.049190078,0.00578103,0.387006106,0.02239994
0.509340626,0.060180857,0.030773273,0.003948936,0.383008217,0.012748091
0.540740151,0.050548219,0.023849827,0.003623733,0.372125043,0.009113026
0.529441062,0.0634823,0.029325186,0.005020187,0.357527719,0.015203545
0.565630522,0.040614218,0.015688243,0.00345083,0.369116827,0.00549936
0.483704798,0.087337053,0.048502771,0.006948817,0.349777684,0.023728876
0.527640271,0.064550572,0.032961994,0.004398329,0.356031145,0.014417688
0.535779434,0.078955713,0.035837744,0.003885549,0.331280845,0.014260715
0.531018101,0.080442952,0.036290229,0.004534711,0.332594722,0.015119286
0.542790915,0.069139499,0.027462994,0.004181366,0.343087569,0.013337657
0.39,0.06,0.03,0.01,0.5,0.01
0.4,0.07,0.04,0.01,0.46,0.01
0.37,0.08,0.05,0.01,0.47,0.02
0.37,0.07,0.05,0.02,0.46,0.02
0.31,0.09,0.08,0.02,0.48,0.03
0.32,0.08,0.07,0.02,0.47,0.04
0.32,0.08,0.08,0.01,0.47,0.04
0.32,0.08,0.08,0.02,0.46,0.04
0.33,0.08,0.09,0.02,0.45,0.04
0.33,0.09,0.09,0.02,0.43,0.04
0.33,0.09,0.1,0.01,0.42,0.04
0.33,0.1,0.11,0.01,0.4,0.05
0.36,0.07,0.04,0.01,0.51,0.01
0.39,0.07,0.05,0.01,0.47,0.01
0.33,0.07,0.06,0.02,0.51,0.02
0.27,0.08,0.08,0.02,0.5,0.03
0.27,0.08,0.09,0.03,0.51,0.03
0.31,0.08,0.08,0.02,0.48,0.03
0.32,0.08,0.07,0.02,0.48,0.03
0.32,0.08,0.08,0.02,0.46,0.04
0.31,0.08,0.09,0.02,0.45,0.04
0.31,0.08,0.09,0.01,0.46,0.04
0.31,0.07,0.1,0.01,0.46,0.05
0.3,0.08,0.11,0.01,0.46,0.05
0.28,0.09,0.08,0.02,0.5,0.03
0.29,0.1,0.09,0.03,0.47,0.03
0.29,0.09,0.08,0.03,0.48,0.03
0.33,0.09,0.08,0.02,0.46,0.03
0.33,0.08,0.09,0.02,0.44,0.04
0.34,0.08,0.08,0.02,0.45,0.04
0.3,0.09,0.09,0.02,0.48,0.04
0.33,0.08,0.11,0.01,0.43,0.04
0.36,0.08,0.07,0.01,0.45,0.04
0.3,0.08,0.08,0.02,0.48,0.04
0.3,0.08,0.09,0.02,0.48,0.04
0.25,0.08,0.07,0.02,0.55,0.03
0.26,0.07,0.08,0.02,0.54,0.03
0.27,0.07,0.07,0.02,0.53,0.03
0.28,0.08,0.08,0.02,0.51,0.04
0.3,0.07,0.08,0.02,0.49,0.04
0.31,0.08,0.09,0.01,0.47,0.04
0.3,0.08,0.1,0.01,0.46,0.04
0.21,0.07,0.08,0.02,0.59,0.02
0.26,0.07,0.07,0.03,0.54,0.02
0.27,0.07,0.07,0.03,0.53,0.03
0.27,0.07,0.07,0.02,0.54,0.03
0.31,0.1,0.08,0.02,0.46,0.03
0.34,0.08,0.08,0.02,0.45,0.03
0.31,0.08,0.08,0.01,0.48,0.04
0.33,0.08,0.08,0.02,0.45,0.04
0.32,0.08,0.09,0.01,0.45,0.04
0.32,0.09,0.1,0.01,0.43,0.04
0.34,0.08,0.09,0.01,0.45,0.03
0.478043357,0.027793218,0.064480267,0.004446915,0.419677599,0.005558644
0.46702454,0.025051125,0.01303681,0.002811861,0.489519427,0.002556237
0.172335601,0.014739229,0.007936508,0.011337868,0.782312925,0.011337868
0.412138728,0.034682081,0.015028902,0.004624277,0.527745665,0.005780347
0.388826816,0.031284916,0.012290503,0.004469274,0.557541899,0.005586592
0.410377358,0.035849057,0.016037736,0.005188679,0.527830189,0.004716981
0.473940575,0.036531905,0.015586946,0.003896736,0.465172918,0.004870921
